course_code,course_name,number_of_units,is_offered_in_sem1,is_offered_in_sem1
BSP1702X,Legal Environment of Business,4,True,True
BSP1703,Managerial Economics,4,True,True
BSP1707,Managerial Economics: Exposure,2,False,True
BSP2011,Asian Business Environments,4,False,True
BSP2701,Global Economy,2,True,True
BSP3001A,Strategic Management,4,False,True
BSP3001B,Strategic Management,4,False,True
BSP3701A,Strategic Management,4,True,True
BSP3701B,Strategic Management,4,True,True
BSP3701C,Strategic Management,4,True,False
BSP4515,Managing Social Networks in Markets and Organizations,4,False,True
BSS4003A,SSIB: Innovation and Productivity,4,False,True
BSS4003B,Innovation and Productivity (with Econometrics),5,False,True
BST3762,Effective Leadership in Action,2,True,False
BT1101,Introduction to Business Analytics,4,True,True
BT2101,Econometrics Modeling for Business Analytics,4,True,True
BT2102,Data Management and Visualisation,4,True,True
BT3017,Feature Engineering for Machine Learning,4,False,True
BT3102,Computational Methods for Business Analytics,4,True,True
BT3103,Application Systems Development for Business Analytics,4,True,True
BT3104,Optimization Methods for Business Analytics,4,True,False
BT4010,Business Analytics Internship Programme,12,True,True
BT4011,Business Analytics Capstone Industry Project,14,True,False
BT4012,Fraud Analytics,4,True,False
BT4013,Analytics for Capital Market Trading and Investment,4,True,False
BT4014,Analytics Driven Design of Adaptive Systems,4,True,False
BT4015,Geospatial Analytics,4,True,False
BT4016,Risk Analytics for Financial Services,4,False,True
BT4101,B.Sc. (Business Analytics) Dissertation,12,True,True
BT4103,Business Analytics Capstone Project,8,True,True
BT4211,Data-Driven Marketing,4,False,True
BT4212,Search Engine Optimization and Analytics,4,True,False
BT4221,Big Data Techniques and Technologies,4,False,True
BT4222,Mining Web Data for Business Insights,4,True,True
BT4240,Machine Learning for Predictive Data Analytics,4,False,True
BT4301,Business Analytics Solutions Development and Deployment,4,False,True
BT5110,Data Management and Warehousing,4,True,False
BT5126,Hands-on with Business Analytics,4,False,True
BT5151,Advanced Analytics and Machine Learning,4,False,True
BT5153,Applied Machine Learning for Business Analytics,4,False,True
BZD6004,Applied Econometrics II,4,False,True
BZD6010,Seminar in Research Methodology,4,True,False
BZD6012,Experimental Methods for Behavioral Research,4,False,True
BZD6016,Econometric Models in Marketing,4,True,False
CAH5101,Care of the Newborn & Common Paediatric Surgical Issues,4,True,False
CAH5102,Care of the Well Child,4,True,False
CAH5103,Acute Paediatrics,4,True,False
CAH5104,Early Childhood Development,2,False,True
CAH5105,Holistic Care for School-Aged Children,5,False,True
CAH5106,Adolescent Health,5,False,True
CAS5101,Theorizing from Asia,5,True,False
CAS5660,Independent Study,4,True,True
CAS6101,Asian Studies in Asia,4,True,False
CAS6660,Independent Study,4,True,True
CAS6770,Graduate Research Seminar,4,False,True
CDE2000,Creating Narratives,4,True,True
CDE2212,AI for Design,4,True,False
CDE2501,Liveable Cities,4,True,True
CDE2502,Cities for All,4,False,True
CDE2503,Cities in Nature,4,False,True
CDE3504,Smart Cities,4,True,False
CDE3505,Planning and Governing Cities,4,True,False
CDE4501,Topics in Challenges of Cities,4,True,False
CDE5311,Essential Skills in UI/UX Design,4,True,False
CDM5101,Fundamentals of Cancer Biology,4,False,True
CDM5102,Translational Cancer Research,4,True,False
CDM5103,Advanced Topics in RNA Biology and Human Diseases,4,True,False
CDM5104,Computational genomics,4,False,True
CE1103,Principles of Structural and Geotechnical Engineering,4,True,False
CE2003,"Energy, Environment and Economics",4,False,True
CE2134,Fluid Mechanics,4,True,False
CE2155,Principles of Structural Mechanics and Materials,4,False,True
CE2407A,Uncertainty Analysis for Engineers,2,True,False
CE2407B,Introduction to Numerical Methods for Engineers,2,False,True
CE3001,Water-Food-Energy Nexus,4,True,False
CE3102,Socio-economically sustainable developments,4,True,True
CE3115,Stability of Slopes and Earth Retention Systems,4,False,True
CE3116,Foundation Engineering,4,False,True
CE3121,Transportation Engineering,4,True,False
CE3132,Hydrology and Free Surface Flows,4,False,True
CE3155A,Structural Behaviour,2,True,False
CE3155B,Structural Modelling,2,True,False
CE3165,Structural Concrete Design,4,True,False
CE3166,Structural Steel Design and System,4,False,True
CE3201,Civil Engineering Analytics and Data Visualization,2,True,False
CE3202,Data Acquisition for Civil Engineering Applications,2,True,False
CE3203,Optimization and Algorithms for Civil Engineers,2,False,True
CE3204,Data Management for Civil Engineers,2,False,True
CE4103,Design Project,4,True,True
CE4104,B. Eng. Dissertation,8,True,True
CE4221,Design of Land Transport Infrastructures,4,True,False
CE5001,Research Project,8,True,True
CE5002A,Capstone Project for Structural Engineering,4,False,True
CE5002B,Capstone Project for Geotechnical Engineering,4,False,True
CE5002D,Capstone Project for Transportation Engineering,4,False,True
CE5002E,Capstone Project for Infrastructure Project Management,4,False,True
CE5010A,Finite Element Concepts & Applications,2,True,False
CE5010QA,Finite Element Concepts & Applications,2,True,False
CE5101,Seepage & Consolidation of Soils,4,True,False
CE5104A,Tunnelling in Soils,2,True,False
CE5104B,Tunnelling in Rocks,2,True,False
CE5104QA,Tunnelling in Soils,2,True,False
CE5104QB,Tunnelling in Rocks,2,True,False
CE5106A,"Ground Improvement - Hydraulic, Vibratory & Chemical",2,False,True
CE5106B,"Ground Improvement - Dynamic, Geosynthetic & Inclusions",2,False,True
CE5106QA,"Ground Improvement - Hydraulic, Vibratory & Chemical",2,False,True
CE5106QB,"Ground Improvement - Dynamic, Geosynthetic & Inclusions",2,False,True
CE5107A,Pile Foundation Design,2,False,True
CE5107B,Advanced Topics in Pile Foundation Design,2,False,True
CE5107QA,Pile Foundation Design,2,False,True
CE5107QB,Advanced Topics in Pile Foundation Design,2,False,True
CE5108A,Key Principles and Concepts of Earth Retention Systems,2,True,False
CE5108B,Deep Excavations Analysis and Modelling,2,False,True
CE5108QA,Key Principles and Concepts of Earth Retention Systems,2,True,False
CE5108QB,Deep Excavations Analysis and Modelling,2,True,False
CE5111,Underground Construction Design Project,4,True,True
CE5112,Structural Support Systems for Excavation,4,False,True
CE5113A,Geotechnical Site Investigation,2,True,False
CE5113B,Geophysical Methods & Geotechnical Monitoring,2,True,False
CE5113QA,Geotechnical Site Investigation,2,True,False
CE5113QB,Geophysical Methods & Geotechnical Monitoring,2,True,False
CE5203,Traffic Flow & Control,4,False,True
CE5205,Transportation Planning,4,True,False
CE5208,Transport Infrastructure Asset Management,4,False,True
CE5209,Transportation Data Analytics and Modeling,4,True,False
CE5214QA,Energy Demand Analysis for the Built Environment,2,False,True
CE5214QB,"Mobility, Climate Change, and Energy Markets",2,False,True
CE5308QA,Coastal Processes and Protection,2,False,True
CE5308QB,Sediment Transport and Coastal Protection,2,False,True
CE5310,Hydroinformatics,4,False,True
CE5310AB,Hydroinformatics,4,False,True
CE5312,Open Channel Hydraulics,4,True,False
CE5314,HEWRM Project,8,True,True
CE5315,Climate Science for Engineers,4,True,False
CE5315AB,Climate Science for Engineers,4,True,False
CE5316A,Water Resources for Smart and Liveable Cities: Introduction,2,True,False
CE5316B,Water Resources Modeling for Urban Catchments,2,True,False
CE5316QA,Water Resources for Smart and Liveable Cities: Intro,2,True,False
CE5316QB,Water Resources Modeling for Urban Catchments,2,True,False
CE5317A,Eco-hydrology,2,False,True
CE5317B,Nature Based Solutions for Coastal Protection,2,False,True
CE5318,Decision-making for Climate Adaptation,4,False,True
CE5509A,Advanced Structural Steel Design,2,True,False
CE5509B,Design of Composite Steel and Concrete Structures,2,True,False
CE5509QA,Advanced Structural Steel Design,2,True,False
CE5509QB,Design of Composite Steel and Concrete Structures,2,True,False
CE5510A,Advanced Structural Concrete Design,2,True,False
CE5510B,Rational Design of Structural Concrete Systems,2,True,False
CE5510QA,Advanced Structural Concrete Design,2,True,False
CE5510QB,Rational Design of Structural Concrete Systems,2,True,False
CE5513,Plastic Analysis Of Structures,4,False,True
CE5515,Structural Health Monitoring,4,False,True
CE5516A,Structural Stability Concepts & Applications,2,False,True
CE5516B,Structural Dynamics Concepts & Applications,2,False,True
CE5516QA,Structural Stability Concepts & Applications,2,False,True
CE5516QB,Structural Dynamics Concepts & Applications,2,False,True
CE5604,Advanced Concrete Technology,4,False,True
CE5610A,Special Types of Concrete and Cementitious Material,2,True,False
CE5610B,Concrete Repair and Retrofitting of Structural Concrete,2,True,False
CE5610QA,Concrete and Cementitious Composites,2,True,False
CE5610QB,Repair and Retrofit of Concrete Structures,2,True,False
CE5611A,Advanced Prestressed Concrete Design,2,False,True
CE5611B,Precast Structural Concrete Design,2,False,True
CE5611QA,Advanced Prestressed Concrete Design,2,False,True
CE5611QB,Precast Structural Concrete Design,2,False,True
CE5666,Industrial Attachment,4,True,True
CE5716,Introduction to Ocean Infrastructure & Renewables,2,False,True
CE5717,Mooring and Cables for Ocean Infrastructure,2,False,True
CE5721QA,Ocean Wind and Wave,2,True,False
CE5721QB,Ocean Environmental Loads,2,True,False
CE5805A,Construction Productivity Analytics,2,False,True
CE5805B,Design for Manufacture and Assembly,2,False,True
CE5805QA,Construction Productivity Analytics,2,False,True
CE5805QB,Design for Manufacture and Assembly,2,False,True
CE5806A,Advanced Construction Planning & & Control,2,False,True
CE5806B,Lean Construction,2,False,True
CE5806QA,Advanced Construction Planning & Control,2,False,True
CE5806QB,Lean Construction,2,False,True
CE5807A,Digital Technologies for Construction,2,True,False
CE5807B,Integrated Construction Logistics,2,True,False
CE5807QA,Digital Technologies for Construction,2,True,False
CE5807QB,Integrated Construction Logistics,2,True,False
CE5808A,Virtual Design in BIM,2,True,False
CE5808B,Advanced Digital Construction,2,True,False
CE5808QA,Virtual Design in BIM,2,True,False
CE5808QB,Advanced Digital Construction,2,True,False
CE5809,Management and Economics of International Construction,4,False,True
CE5999,Graduate Seminars,4,True,True
CE6001,Operations & Management of Infrastructure Systems,4,True,False
CE6006,Advanced Finite Element Analysis,4,False,True
CE6077A,Numerical methods in Civil Engineering,2,True,False
CE6077B,Numerical Methods for Environmental Flows,2,True,False
CE6077QA,Numerical methods in Civil Engineering,2,True,False
CE6077QB,Numerical Methods for Environmental Flows,2,True,False
CE6102,Geotechnical Analysis,4,False,True
CE6601,Characterization of Sustainable Building Materials,4,False,True
CE6999,Doctoral Seminars,8,True,True
CEG5001,Computer Engineering Project (Minor) I,4,True,True
CEG5002,Computer Engineering Project (Minor) II,4,True,True
CEG5003,Computer Engineering Project,8,True,True
CEG5101,Modern Computer Networking,4,True,False
CEG5103,Wireless and Sensor Networks for IoT,4,False,True
CEG5104,Cellular Networks,4,True,False
CEG5201,"Hardware Technologies, Principles, & Platforms",4,True,False
CEG5202,Embedded Software Systems and Security,4,False,True
CEG5203,Hardware Acceleration and Reconfigurable Computing,4,False,True
CEG5204,Smart Sensing Systems,4,False,True
CEG5205,AI Sensors and Virtual/Augmented Reality Technologies,4,True,False
CEG5301,Machine Learning with Applications,4,False,True
CEG5302,Evolutionary Computation and Applications,4,False,True
CEG5303,Intelligent Autonomous Robotic Systems,4,False,True
CEG5304,Deep Learning for Digitalization Technologies,4,False,True
CFG1002,Career Catalyst,2,True,True
CFG1003,Financial Wellbeing-Introduction,0,True,True
CFG1004,Financial Wellbeing - Art and Science of Investing,2,True,True
CFG1500,Women's Professional Development Programme,2,True,False
CFG1600,CommsLab Public Speaking,2,True,False
CFG2002I,Global Industry Insights,2,True,True
CFG2002SA,Global Industry Insights,2,False,True
CFG2002T,Global Industry Insights,2,True,True
CFG2002TH,Global Industry Insights,2,True,False
CFG2002VN,Global Industry Insights,2,True,False
CFG2101,NUS Vacation Internship Programme,4,False,False
CFG2600A,NUS Internship-as-a-Service,0,True,True
CFG3001,Career Advancement,2,True,True
CG1111A,Engineering Principles and Practice I,4,True,False
CG2023,Signals and Systems,4,False,True
CG2027,Transistor-level Digital Circuits,2,True,True
CG2028,Computer Organization,2,True,True
CG2111A,Engineering Principles and Practice II,4,False,True
CG2271,Real-Time Operating Systems,4,True,True
CG3207,Computer Architecture,4,True,False
CG4001,B. Eng. Dissertation,12,True,True
CG4002,Computer Engineering Capstone Project,8,True,True
CG4003,Advanced Project and Internship,12,True,True
CH1101E,Retelling Chinese Stories: Change and Continuity,4,True,True
CH2121,History of Chinese Literature,4,True,False
CH2141,General History of China,4,False,True
CH2161,Traditional Chinese Taxonomy of Learning,4,True,False
CH2221,Modern Chinese Literature,4,False,True
CH2243,Chinese in Southeast Asia,4,False,True
CH2275,Chinese Pop Music in East Asia,4,True,False
CH2291,Chinese Tradition (taught in English),4,False,True
CH2293,Introduction to Chinese Art (taught in English),4,True,False
CH2295,Commerce and Culture in China's Past (in English),4,True,False
CH2299,Art of Modern and Contemporary China (in English),4,False,True
CH2392,Chinese Women in Context (in English),4,False,True
CH3221,Selected Readings in Chinese Verse,4,True,False
CH3230,Ci Lyric in the Tang-Song Period,4,False,True
CH3244,Topics On Contemporary China,4,False,True
CH3246,Socio-Political History of Modern China,4,True,False
CH3294,Science and Medicine in China (in English),4,True,False
CH3298,Chinese in Southeast Asia (in English),4,False,True
