course_code,prerequisite_str
MUA4341,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) MUA4241:D
)"
MUA4342,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) MUA4242:D
)"
MUA4343,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) MUA4243:D
)"
MUA4410,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) MUA4310:D
)"
MUA4440,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) MUA4340:D
)"
MUA4441,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) MUA4341:D
)"
MUA4442,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) MUA4342:D
)"
MUA4443,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) MUA4343:D
)"
MUA4540,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) MUA4440:D
)"
MUA4541,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) MUA4441:D
)"
MUA4542,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) MUA4442:D
)"
MUA4543,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) MUA4443:D
)"
MUL1106,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) LAI1731:D,MUL1105:D
)"
MUL2108,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) MUL1107:D,MUL2107:D
)"
MUL2110,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) MUL1109:D,MUL2109:D
)"
MUT2101,PROGRAM_TYPES IF_IN Undergraduate Degree THEN COURSES MUT1102:D
MUT2202,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) MUT1101:D
)"
MUT2203,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) MUT1101:D
)"
MUT3215,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (3) MUT2%:D
)"
MUT3222,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (3) MUT2%:D
)"
MUT3223,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (3) MUT2201:D,MUT2202:D,MUT2203:D,MUT2204:D,MUT2205:D
)"
NM3219,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) NM2219:D, NM2220:D)"
NSS2001E,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN COURSES (6) GEA1000N:D, ST1131:D, DSA1101:D, DSE1101:D, BT1101:D, IE1111R:D"
NSS2001F,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN COURSES (6) GEA1000N:D, ST1131:D, DSA1101:D, DSE1101:D, BT1101:D, IE1111R:D"
NSS2001G,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN COURSES (6) GEA1000N:D, ST1131:D, DSA1101:D, DSE1101:D, BT1101:D, IE1111R:D"
NSS2001H,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN COURSES (6) GEA1000N:D, ST1131:D, DSA1101:D, DSE1101:D, BT1101:D, IE1111R:D"
NSS2001I,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN COURSES (6) GEA1000N:D, ST1131:D, DSA1101:D, DSE1101:D, BT1101:D, IE1111R:D"
PC2020,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (2) MA1511:D, MA1512:D)"
PC2130,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (2) PC1101:D, PC2174A:D)"
PC2135,PROGRAM_TYPES IF_IN Undergraduate Degree THEN COURSES PC2130:D AND COURSES PC2174A:D
PC2193,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) PC1101:D)
PC2267,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) PC1143:D, PC1432:D, PC1432X:D, PC1421:D, PC1101:D)"
PC2288,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) PC1141:D,PC1142:D
)"
PC2289,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) PC1141:D,PC1142:D
)"
PC2411,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) GEH1031:D OR COURSES HSI2012:D)
PC2412,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) GEH1031:D, HSI2012:D)"
PC2421,PROGRAM_TYPES IF_IN Undergraduate Degree THEN ( COURSES (1) PC1101:D )
PC2422,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) PC1101:D)
PC2423,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN COURSES (2) PC1101:D, PC2421:D"
PC3193,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) PC2193:D)
PC3231,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) PC2031:D, PC2131:D)"
PC3232,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN ( COURSES (1) PC2130:D , PC2130B:D )"
PC3233,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) PC2130:D, PC2130B:D)"
PC3235,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) PC2130:D, PC2130B:D)"
PC3235B,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN COURSES (1) PC1144:D, PC1433:D, PC1101:D, ESP1111:D"
PC3236,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) PC2134:D, PC2174A:D)"
PC3238,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) PC2134:D, PC2174A:D)"
PC3242,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) PC2031:D, PC2131:D, PC3235:D, PC3235B:D, MLE2104:D, PC2133:D, EE2005:D)"
PC3243,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN ( COURSES (1) PC2031:D , PC2131:D , PC2231:D , PC3130:D , PC3241:D , PC3235:D , PC3235B:D , PC2133:D , EE2005:D )"
PC3246,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) PC2130:D, PC2132:D, PC2032:D)"
PC3247,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) PC2020:D, PC2031:D, PC2131:D, EE2005:D)"
PC3251,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) SP2251:D, PC2130:D, PC2130B:D, PC2133:D, PC3235B:D)"
PC3261,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (2) PC2032:D, PC2174A:D)"
PC3267,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN COURSES (1) PC2020:D, PC2031:D, PC2131:D, PC2267:D, EE2011:D"
PC3274A,PROGRAM_TYPES IF_IN Undergraduate Degree THEN COURSES PC2174A:D
PC3288,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) PC2130:D, PC2132:D, PC2131:D, PC2031:D, PC2032:D, PC2135:D)"
PC3294,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) PC3295:D)
PC3295,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) PC1144:D, PC1432:D, PC1432X:D, PC2232:D, PC2020:D, PC2130B:D, HSI2014:D, GEH1032:D)"
PC3412,PROGRAM_TYPES IF_IN Undergraduate Degree THEN COURSES PC2412:D
PC3413,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN COURSES (1) PC2412:D, PC2132:D, PC2032:D"
PC4228,PROGRAM_TYPES IF_IN Undergraduate Degree THEN ( COURSES (1) PC3130:D )
PC4230,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) PC3130:D)
PC4236,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) PC3235:D)
PC4240,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) PC3235:D)
PC4241,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) PC2230:D)
PC4243,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) PC3233:D)
PC4245,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (2) PC3130:D, PC3232:D)"
PC4248,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) PC3274:D)
PC4249,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) PC3246:D)
PC4253,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN ( COURSES (1) PC3235:D , PC3241:D , PC3242:D )"
PC4262,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) PC3231:D
)"
PC4267,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) PC3267:D)
PC4274A,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN COURSES (1) PC2134:D, PC3274A:D"
PC5201,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) PC3130:D)
PC5202,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) PC4241:D)
PC5203,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (2) PC3130:D, PC4240:D)"
PC5204,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (2) PC3235:D,PC4241:D
)"
PC5205,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) PC4223:D, PC4259:D)"
PC5206,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) PC4130:D, PC5201:D, PC4230:D)"
PC5209,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) PC4244:D,PC4212:D,PC4261:D
)"
PC5210,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN ( COURSES (2) PC3274:D , PC3130:D )"
PC5211,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) PC3231:D)
PC5212,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) PC4130:D, PC4240:D, PC4201:D, PC4214:D)"
PC5213,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) PC4267:D, PC4268:D)"
PC5215,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) PC3236:D
)"
PC5228,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) PC3130:D)
PC5267,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN COURSES (1) PC2135:D, PC3267:D, PC3238:D"
PE3101P,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) GEM2006:D, GET1028:D, GEX1014:D)"
PF4212,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) PF3209:D,PF4206:D
)"
PH2114,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) GET1028:D, GEM2006:D, GEX1014:D)"
PH3217,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES GEX1015:D, GET1029:D)"
PH3218,"PROGRAM_TYPES IF_IN UNDERGRADUATE DEGREE THEN (COURSES (1) PH2205:D, PH2301:D, PH2302:D, PH3205:D AND COURSES (1) PH2206:D, PH2207:D, PH3209:D)"
PH3222,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES PH2222:D)
PH3247,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN COURSES (1) GEM2006:D, GET1028:D, GEX1014:D"
PH3252,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN COURSES GEM2006:D, GET1028:D"
PHS2101,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) PHS1101:D)
PHS2102,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES PHS1101:D)
PHS2103,PROGRAM_TYPES IF_IN Undergraduate Degree THEN ( COURSES PHS1101:D )
PHS2104,PROGRAM_TYPES IF_IN Undergraduate Degree THEN ( COURSES PHS1101:D )
PHS2105,PROGRAM_TYPES IF_IN Undergraduate Degree THEN ( COURSES PHS1101:D )
PHS2191,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (2) PHS1120:D, PHS2143:D OR COURSES (2) PHS2102:D, PHS2103:D)"
PHS3101,PROGRAM_TYPES IF_IN Undergraduate Degree THEN COURSES PHS2105:D
PHS3102,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (2) PHS2102:D, PHS2103:D)"
PHS3191,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) PHS2191:D)
PHS3220,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN ( COURSES (1) PR2114:D , PR2114A:D , PHS1114:D , PR1152:D )"
PHS4121,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) PHS2120:D, PHS1101:D, PR2156:D)"
PHS4199,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES PHS3191:D)
PL3102,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) PL1101E:D)
PL3103,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) PL1101E:D)
PL3104,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) PL1101E:D)
PL3105,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) PL1101E:D)
PL3106,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) PL1101E:D)
PL3231,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (3) PL1101E:D, PL2131:D, PL2132:D AND COURSES (1) PL1101E:C, PL2131:C, PL2132:C)"
PL3238,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (3) PL1101E:D, PL2131:D, PL2132:D AND COURSES (1) PL3235:D, PL3105:D)"
PL3239,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN COURSES (3) PL1101E:D, PL2131:D, PL2132:D"
PL3248,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (3) PL1101E:D, PL2131:D, PL2132:D AND COURSES (1) PL3102:D, PL3103:D, PL3232:D, PL3233:D)"
PL3249,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN ( COURSES (1) PL1101E:D AND COURSES (1) PL3232:D , PL3102:D AND COURSES (1) PL3233:D , PL3103:D )"
PL3257,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) PL1101E:D AND COURSES (1) PL3236:D, PL3106:D)"
PL3281,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (3) PL1101E:D, PL2131:D, PL2132:D) AND (COURSES (1) PL3233:D, PL3103:D)"
PL3281A,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (3) PL1101E:D, PL2131:D, PL2132:D AND COURSES (1) PL3233:D, PL3103:D)"
PL3281B,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) PL1101E:D AND COURSES (1) PL2131:D AND COURSES (1) PL2132:D AND COURSES (1) PL3233:D, PL3103:D)"
PL3281D,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (3) PL1101E:D, PL2131:D, PL2132:D AND COURSES (1) PL3103:D, PL3233:D)"
PL3281F,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (3) PL1101E:D, PL2131:D, PL2132:D AND COURSES (1) PL3233:D, PL3103:D)"
PL3281G,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) PL1101E:D AND COURSES (1) PL2131:D AND COURSES (1) PL2132:D AND COURSES (1) PL3233:D, PL3103:D)"
PL3282C,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (3) PL1101E:D, PL2131:D, PL2132:D AND COURSES (1) PL3235:D, PL3105:D)"
PL3283,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) PL1101E:D AND COURSES (1) PL2131:D AND COURSES (1) PL2132:D AND COURSES (1) PL3234:D, PL3104:D)"
PL3283C,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) PL1101E:D AND COURSES (1) PL2131:D AND COURSES (1) PL2132:D AND COURSES (1) PL3234:D, PL3104:D)"
PL3284,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) PL1101E:D AND COURSES (1) PL2131:D AND COURSES (1) PL2132:D)
PL3287A,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) PL1101E:D AND COURSES (1) PL2131:D AND COURSES (1) PL2132:D AND COURSES (1) PL3236:D, PL3106:D)"
PR1153,PROGRAM_TYPES IF_IN Undergraduate Degree THEN ( COURSES PR1152:D )
PR2150,PROGRAM_TYPES IF_IN Undergraduate Degree THEN ( COURSES PR1150:D )
PR2151,PROGRAM_TYPES IF_IN Undergraduate Degree THEN ( COURSES PR1151:D )
PR2152,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN ( COURSES (3) PR1152:D , PR1153:D , PR2156:D )"
PR2153,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN ( COURSES (3) PR1152:D , PR1153:D , PR2156:D )"
PR2154,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN ( COURSES (3) PR1152:D , PR1153:D , PR2156:D )"
PR2155,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN ( COURSES (3) PR1152:D , PR1153:D , PR2156:D )"
PR2156,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES PR1152:D)
PR2288,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) PR1152:D, PR1110:D, PR1110A:D, PHS1110:D)"
PR2289,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) PR1152:D, PR1110:D, PR1110A:D, PHS1110:D)"
PR3150,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN ( COURSES (2) PR2150:D , PR2151:D )"
PR3151,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN ( COURSES (2) PR1153:D , PR2156:D )"
PR3152,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN ( COURSES (2) PR1153:D , PR2156:D )"
PR3153,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN ( COURSES (2) PR1153:D , PR2156:D )"
PR3154,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN ( COURSES (2) PR1153:D , PR2156:D )"
PR3288,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) PR2288:D, PR2289:D)"
PR3289,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) PR2288:D, PR2289:D)"
PR4138,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN ( COURSES (4) PR3137:D , PR3136:D , PR3146:D , PR2134:D )"
PR4150,PROGRAM_TYPES IF_IN Undergraduate Degree THEN COURSES PR3150:D
PR4151,PROGRAM_TYPES IF_IN Undergraduate Degree THEN ( COURSES PR3150:D )
PR4152,COURSES PR3154:D
PR4153,PROGRAM_TYPES IF_IN Undergraduate Degree THEN ( COURSES PR3150:D )
PR4191,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (2) PR2150:D, PR2151:D)"
PR4192,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES PR3150:D)
PR4193,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES PR3150:D)
PR4198A,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN ( COURSES (5) PR2131:D , PR2133:D , PR2134:D , PR2135:D , PR3146:D )"
PR4204,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) PR3117:D, PHS2117:D, PR3301:D, PHS3101:D)"
PR4205,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) PR2115:D, PR2115A:D, PHS2115:D)"
PR4207,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) PR3106:D, PR3116:D, PHS3116:D)"
PS3257,PROGRAM_TYPES IF_IN Undergraduate Degree THEN ((COURSES (3) PS%:D OR COURSES (4) GL%:D))
PS3265,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) PS1101E:D, GEK1003:D)"
PS3275,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) PS1101E:D)
PS3551,PROGRAM_TYPES IF_IN Undergraduate Degree THEN COURSES (6) PS%:D AND GPA (3.2)
QF2103,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) QF2104:D AND COURSES (1) CS1010%:D, CS1101%:D)"
QF2104,"( ( COURSES (1) CS1010:D , CS1010%:D , IT1006:D , CS1101:D , CS1101%:D , IT1002:D ) AND ( COURSES (1) ST2131:D , ST2334:D , MA2216:D , MA2116:D , EC2303:D , MA2301:D ) AND COURSES QF1100:D )"
QF3101,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) MA1104:D,MA2104:D,MA1505:D,MA1507:D,MA1511:D,MA1521:D,MA2311:D
	AND
	COURSES (1) MA3269:D,QF2104:D
)"
QF3103,PROGRAM_TYPES IF_IN Undergraduate Degree THEN COURSES (1) QF2104:D
QF4102,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) QF3101:D
)"
QF4103,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) MA1104:D, MA1505:D, MA1506:D, MA1507:D, MA1521:D, MA2104:D, MA2311:D AND COURSES (1) MA3269:D, QF2104:D)"
QF5210,PROGRAM_TYPES IF_IN Undergraduate Degree THEN ( COURSES (1) QF3101:D AND COURSES (1) MA4269:D )
RE2701,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) RE1701:D
)"
RE2702,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) RE1703:D
)"
RE2707,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) RE1706:D
)"
RE2801,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) RE1702:D
)"
RE3702,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) RE2704:D
)"
RE3703,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) RE2705:D
)"
RE3803,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) RE2707:D
)"
RE3806,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) RE3702:D
)"
RE3807,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) RE3701:D
)"
RE3901,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) RE2701:D)
RE4701,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (2) RE3703:D,RE3704:D
)"
RE4702,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) RE1703:D
)"
RE4803,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) RE3701:D
)"
RE4804,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) RE3701:D
)"
RE4805,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) RE4701:D
)"
RE4806,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) RE3701:D
)"
RE4807,PROGRAM_TYPES IF_IN Undergraduate Degree THEN ( COURSES (1) RE3701:D )
RE4808,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (2) RE2701:D,RE3703:D
)"
SC3209,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) SC2101:D)
SP2251,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) CM1102:D, PC1101:D, PC1144:D, PC1432:D, PC1432X:D, CM1101:D, CM1131:D, PC1321:D, GEK1509:D)"
SP3176,PROGRAM_TYPES IF_IN Undergraduate Degree THEN COURSES SP3175:D
SP3203,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES LSM2251:D OR COURSES GE2229:D)
SP3275,PROGRAM_TYPES IF_IN Undergraduate Degree THEN COURSES SP2271:D AND COURSES SP2273:D AND COURSES SP2274:D
SPH3001,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (2) GEK1900:D, GEH1049:D, SPH2101:D, BN2102:D, DAO2702:D, DSC2008:D, EC2303:D, PR1142:D, PR2103:D, SC3209:D, ST1131:D, ST1232:D, ST2334:D, PL2131:D, SPH2001:D, SPH2002:D AND COURSES (2) SPH2102:D, SPH2103:D, SPH2104:D, SPH2105:D, SPH2106:D, SPH2107:D, SPH2201:D, SPH31%:D, SPH2003:D, SPH2004:D, SPH2005:D, SPH2202:D, SPH2401:D, SPH2402:D, SPH2801:D, SPH31%:D, SPH3202:D, SPH3203:D, SPH3401:D, SPH3403:D, SPH3404:D, SPH3501:D, GE2006:D, GE2227:D, SC2211:D, NM3237Y:D, SW3207:D, SW3217:D, ENV2103:D, FST3202:D, LSM3224:D, LSM3225:D, LSM4217:D, PR3202:D)"
SPH3203,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN COURSES (1) SPH2101:D, SPH2002:D"
SPH3401,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) SPH2001:D, SPH2002:D, SPH2101:D)"
ST2131,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) MA1102R:D, MA1312:D, MA1507:D, MA1505:D, MA1505C:D, MA1511:D, MA1521:D, MA2002:D)"
ST2132,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES ST2334:D OR COURSES ST2131:D OR COURSES MA2116:D OR COURSES MA2216:D)
ST2137,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN COURSES (1) ST1131:D, ST1131A:D, ST1232:D, ST2334:D, ST2131:D, MA2116:D, MA2216:D"
ST2288,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES ST1131:D)
ST2289,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES ST1131:D)
ST2334,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) MA1102R:D, MA1312:D, MA1505:D, MA1507:D, MA1511:D, MA1521:D, MA2002:D)"
ST3131,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES ST2334:D OR COURSES ST2131:D OR COURSES MA2116:D OR COURSES MA2216:D)
ST3232,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) ST2132:D, ST2334:D)"
ST3236,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) MA1101R:D, MA1508E:D, MA2001:D, MA1522:D) AND (COURSES (1) ST2131:D, ST2334:D, MA2116:D, MA2216:D)"
ST3239,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN COURSES (1) ST2334:D, ST2131:D, MA2116:D, MA2216:D"
ST3244,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) ST2334:D, ST2131:D, MA2116:D, MA2216:D)"
ST3246,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) ST2132:D)
ST3247,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) ST2334:D, ST2131:D, MA2116:D, MA2216:D) AND (COURSES (1) CS1010:D, CS1010E:D, CS1010S:D, CS1010FC:D, IT1006:D)"
ST3248,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) ST2132:D, ST2334:D)"
ST4231,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) ST2132:D)
