course_code,prerequisite_str
EC3373,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) EC2101:D
)"
EC3381,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) EC2101:D AND COURSES (1) EC2104:D, MA11%:D, MA15%:D, MA2%:D, MA3%:D, MA4%:D)"
EC3394,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (2) EC2101:D, EC3303:D, ST3131:D AND COURSES (1) EC2102:D, BSP2001:D, BSE3701:D)"
EC3396,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) EC2101:D
)"
EE2012,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (2) MA1511:D, MA1512:D)"
EE2022,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN COURSES (1) EE2111A:D, EE1111B:D, CG1111A:D"
EE2023,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) MA1512:D)
EE2026,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) EE1111A:D, EE1111B:D, EE2111A:D, CG1111A:D) AND (COURSES (1) CS1010E:D, CS1010:D)"
EE2027,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN ( COURSES (1) EG1112:D , EE1112:D , EE2111A:D , EE1111B:D , CG1111A:D , CG1111:D , CG1108:D )"
EE2028,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN ((COURSES (1) CG1111A:D, EE1111B:D, EE2111A:D) AND (COURSES (1) CS1010%:D))"
EE2033,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN ( COURSES (2) EE2023:D , EE2027:D , EE2021:D )"
EE2211,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) CS1010%:D AND COURSES (1) MA1511:D, MA1505:D AND COURSES (1) MA1508E:D, MA1513:D, CE2407B:D)"
EE3104C,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN ( COURSES (1) EE2011:D , PC2020:D )"
EE3131C,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) EE2023:D, CG2023:D, EE2009:D)"
EE3331C,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN ( COURSES (1) EE2023:D , CG2023:D OR COURSES (2) PC2134:D , ESP2110:D )"
EE3408C,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) EE2005:D, EE2005E:D, EE2021:D, EE2027:D, CG2027:D, ESP1104A:D, ESP1104B:D)"
EE3731C,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN ((COURSES (1) EE2012A:D, EE2012:D, ST2334:D) AND (COURSES (1) EE2023:D, CG2023:D))"
EE3801,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) CS1010%:D, IT1007:D AND COURSES (1) EE2012:D, EE2012A:D, ST2334:D, ST1131:D, ST2131:D, CE2407:D, CE2407A:D, BN2102:D)"
EE4101,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) PC2020:D, EE2011:D)"
EE4104,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) PC2020:D)
EE4112,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) PC2020:D, EE2011:D)"
EE4115,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN COURSES (3) EE2211:D, EE2023E:D, CG2023:D, MA1508E:D"
EE4205,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN ((COURSES (1) EE2012:D, ST2334:D) AND (COURSES (1) EE2023:D, CG2023:D))"
EE4210,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) EE2012A:D, EE2012:D, ST2334:D)"
EE4211,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) EE2012A:D, EE2012:D, ST2334:D)"
EE4218,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) EE2024:D, EE2028:D, CG2028:D)"
EE4302,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) EE2010:D, EE2010E:D, EE3331C:D, EE3331E:D)"
EE4303,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) EE3331C:D, EE3331E:D)"
EE4305,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) EE2023:D, CG2023:D, ME2142:D)"
EE4308,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) EE3331C:D, EE3331E:D, ME2142:D)"
EE4309,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) EE4704:D, EE3731C:D)"
EE4407,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) EE2027:D, CG2027:D, EE2021:D, ESP1104A:D)"
EE4409,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) EE2021:D, EE2027:D, CG2027:D)"
EE4415,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) EE2006:D, EE2006E:D, EE2020:D, EE2020E:D, EE2026:D)"
EE4434,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) EE2026:D) AND (COURSES (1) EE2027:D, CG2027:D)"
EE4435,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) EE2021:D, EE2027:D, CG2027:D)"
EE4436,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) EE2021:D, EE2027:D, CG2027:D, PC2133:D)"
EE4437,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) EE2021:D, EE2027:D, CG2027:D)"
EE4438,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) EE2021:D, EE2027:D, CG2027:D)"
EE4501,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN ( COURSES (1) EE2022:D , EE2029:D , EE3506C:D , EE3505C:D , EE3505:D , EE2022:D )"
EE4502,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) EE2022:D, EE2029:D, EE2025:D, EE3505C:D, EE3506C:D)"
EE4503,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) EE2022:D, EE2029:D, EE3505C:D, EE3506C:D)"
EE4511,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) EE2022:D, EE2029:D, EE3505:D, EE2022:D, EE3505C:D, EE3506C:D)"
EE4513,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (2) EG1111:D, EG1112:D, EE1111A:D, EE1111B:D, CG1111:D, CG1111A:D, ME1102:D, ESP1111:D, EE2111A:D, CG2111A:D, CG1112:D, ME2104:D, ESP1104A:D, ESP1104B:D, ESP2111:D)"
EE4704,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) EE2023:D, CG2023:D)"
EE4705,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) EE2211:D) AND ((COURSES (1) EE3331C:D, ME2142:D) OR (COURSES (1) EE3305:D, ME3243:D))"
EE4802,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) CS1010%:D, IT1007:D AND COURSES (1) EE2012:D, EE2012A:D, ST2334:D, ST1131:D, ST2131:D, CE2407:D, CE2407A:D, BN2102:D)"
EE5101,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN COURSES (1) ME2142:D, EE3331C:D"
EE5103,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) EE2023:D, EE3331C:D, ME2142:D)"
EE5104,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) EE3331C:D,EE5101:D
)"
EE5106,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) EE3331C:D,ME2142:D
)"
EE5111,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) EE3331C:D
)"
EE5135,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) EE2012:D,EE2012A:D,ST2334:D
	AND
	COURSES (1) EE2023:D,CG2023:D
)"
EE5139,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) EE2012:D,EE2012A:D,ST2334:D,EE4131:D
)"
EE5303,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) EE4101:D,EE4104:D,EE4112:D
)"
EE5308,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) EE4112:D
)"
EE5434,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) EE3431C:D
)"
EE5439,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) EE4436:D,EE4411:D,CN4217:D
)"
EE5502,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) EE3431C:D
)"
EE5507,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) EE3408C:D)
EE5508,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) EE3431C:D
)"
EE5518,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) EE4415:D
)"
EE5702,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) EE4501:D
)"
EE5703,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) EE4502:D
)"
EE5711,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) EE4503:D
)"
EE5731,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (2) EE4212:D,EE4704:D
)"
EE5801,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (2) EE4101:D,EE4112:D
)"
EE5831,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) PC2020:D,EE2011:D
)"
EE5907,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) EE2012:D,EE2012A:D,ST2334:D,ST1131:D,ST2131:D,CE2407:D,CE2407A:D,BN2102:D
	AND
	COURSES (1) EE3731C:D
	AND
	COURSES (1) CS1010E:D,CS1010:D,CS1010S:D,CS1010X:D,IT1007:D,CS1101S:D
)"
EL2101,PROGRAM_TYPES IF_IN Undergraduate Degree THEN COURSES (1) EL1101E:D
EL2102,PROGRAM_TYPES IF_IN Undergraduate Degree THEN COURSES (1) EL1101E:D
EL2111,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) EL1101E:D)
EL2151,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) EL1101E:D)
EL3201,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) EL2101:D)
EL3206,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) EL1101E:D)
EL3208,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) EL1101E:D)
EL3210,PROGRAM_TYPES IF_IN Undergraduate Degree THEN COURSES (1) EL1101E:D
EL3216,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) EL1101E:D)
EL3254,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) EL1101E:D, GEK1011:D)"
EN2202,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) EN1101E:D)
EN2206,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) EN1101E:D)
EN2207,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) EN1101E:D)
EN2275,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) EN1101E:D)
EN3220,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) EN1101E:D AND COURSES (1) EN2201:D, EN2202:D, EN2203:D, EN2204, EN2205:D, EN2206:D, EN2207:D, EN2275:D, EN2276, EN2277:D)"
EN3222,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) EN1101E:D AND COURSES (1) EN2201:D, EN2202:D, EN2203:D, EN2205:D, EN2206:D, EN2207:D, EN2275:D, EN2277:D)"
EN3224,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) EN1101E:D)
EN3229,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) EN1101E:D)
EN3241,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) EN1101E:D)
EN3242,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN ( COURSES (1) EN2203:D , EN2204:D )"
EN3243,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) EN1101E:D AND COURSES (1) EN2201:D, EN2202:D, EN2203:D, EN2205:D, EN2206:D, EN2207:D, EN2275:D, EN2277:D)"
EN3248,PROGRAM_TYPES IF_IN Undergraduate Degree THEN ( COURSES (1) EN2203:D )
EN3249,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) EN1101E:D AND COURSES (1) EN2201:D, EN2202:D, EN2203:D, EN2205:D, EN2206:D, EN2207:D, EN2275:D, EN2277:D)"
EN3252,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) EN1101E:D AND COURSES (1) EN2201:D, EN2202:D, EN2203:D, EN2205:D, EN2206:D, EN2207:D, EN2275:D, EN2277:D)"
EN3253,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) EN1101E:D AND COURSES (1) EN2201:D, EN2202:D, EN2203:D, EN2205:D, EN2206:D, EN2207:D, EN2275:D, EN2277:D)"
EN3264,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) EN1101E:D AND COURSES (1) EN2201:D, EN2202:D, EN2203:D, EN2205:D, EN2206:D, EN2207:D, EN2275:D, EN2277:D)"
ENV3206,COURSES ENV1101:D
ESE2001,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) ESE2102:D,ESE2102:S
)"
ESE3401,PROGRAM_TYPES IF_IN Undergraduate Degree THEN COURSES CE2134:D
ESE4406,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (2) ESE3101:D,ESE3201:D
)"
ESE5203,PROGRAM_TYPES IF_IN Undergraduate Degree THEN COURSES CE2134
ESP3201,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) CS1010E:D
	AND
	COURSES (1) ESP2110:D,ME2142:D,EE3331C:D
)"
ESP4401,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) ME2121:D
)"
FDP2012,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) FDP2011:D
)"
FDP2022,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) FDP2021:D
)"
FSC3101,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) FSC2101:D, LSM1306:D)"
FSC4201,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) FSC2101:D,LSM1306:D
)"
FSC4202,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN ( COURSES (1) FSC2101:D , LSM1306:D )"
FSC4206,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN ( COURSES (1) FSC2101:D , LSM1306:D )"
FSC4207,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN ( COURSES (1) FSC2101:D , LSM1306:D )"
FSC4208,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN ( COURSES (1) FSC2101:D , LSM1306:D )"
FST2102B,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) FST1101B:D)
FST2106,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) FST1101B:D)
FST2109,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) FST1101B:D)
FST2110,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) FST1101B:D)
FST2201,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) FST1101B:D, LSM1101:D, LSM1106:D)"
FST2288,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) FST1101:D, FST1101B:D)"
FST2289,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) FST1101:D, FST1101B:D)"
FST3103,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) FST2109:D)
FST3107,PROGRAM_TYPES IF_IN UNDERGRADUATE DEGREE THEN COURSES FST2102B:D
FST3108,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (2) FST2102B:D, FST2110:D)"
FST3109,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (2) FST2102B:D, FST2106:D)"
FST3110,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) FST2102B:D)
FST3111,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) FST2102B:D)
FST3112,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) FST2110:D)
FST3202,PROGRAM_TYPES IF_IN Undergraduate Degree THEN COURSES FST2201:D
FST3203,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (2) LSM2106:D, FST2201:D)"
FST3204,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) FST2201:D)
FST3205,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) FST2201:D)
FST3289,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) FST3288:D)
FST4102,PROGRAM_TYPES IF_IN Undergraduate Degree THEN ( COURSES (1) FST3103:D )
FST4103,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (2) FST3105:D, FST3106:D)"
FST4202,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) FST3202:D AND COURSES (1) LSM2101:D, LSM2211:D)"
GE3216,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) GE2215:D)
GE3238,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) GE2215:D)
GL2101,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) GL1101E:D)
GL2102,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) GL1101E:D)
GL2103,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) GL1101E:D)
HSI2001,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) HSI1000:D, SP2274:D)"
HSI2002,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) HSI1000:D, SP2274:D)"
HSI2003,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) HSI1000:D,SP2274:D
)"
HSI2004,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN ( COURSES (1) HSI1000:D , SP2274:D )"
HSI2005,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN ( COURSES (1) HSI1000:D , SP2274:D )"
HSI2007,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) HSI1000:D, SP2274:D)"
HSI2008,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) HSI1000:D, SP2274:D)"
HSI2009,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) HSI1000:D, SP2274:D)"
HSI2010,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) HSI1000:D, SP2274:D)"
HSI2011,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN COURSES (1) HSI1000:D, SP2274:D"
HSI2012,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN COURSES (1) HSI1000:D, SP2274:D"
HSI2013,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) HSI1000:D, SP2274:D)"
HSI2014,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) HSI1000:D,SP2274:D
)"
HSI2015,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN COURSES (1) HSI1000:D, SP2274:D"
HSI2016,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN COURSES (1) HSI1000:D, SP2274:D"
ID2106,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (2) ID1105:D,ID1106:D
)"
ID2107,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN COURSES (1) ID1114:D, ID1115:D, ID1116:D, ID1117:D, ID1118:D, ID1119:D"
ID2108,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN COURSES (1) ID1114:D, ID1115:D, ID1116:D, ID1117:D, ID1118:D, ID1119:D"
ID2109,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN COURSES ID2107:D, ID2108:D"
ID2110,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN COURSES ID2107:D, ID2108:D"
ID3105,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (2) ID2105:D, ID2106:D)"
ID3106,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (2) ID2105:D, ID2106:D)"
ID3107,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN COURSES (2) ID2109:D, ID2110:D"
ID3108,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN COURSES ID2109:D, ID2110:D"
ID4105,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (2) ID3105:D, ID3106:D)"
ID4106,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (2) ID3105:D, ID3106:D OR COURSES (2) ID3103:D, ID3104:D)"
IE2100,"PROGRAM_TYPES IF_IN UNDERGRADUATE DEGREE THEN (COURSES (1) ST2334:D, EE2012:D, CE2407:D, BN2102:D)"
IE3100R,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (3) IE2100:D, IE2110:D, IE2111:D)"
IE3101,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) ST2334:D,EE2012:D,CE2407:D,BN2102:D
)"
IE3110R,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) IE2100:D,DSC3215:D
)"
IE3120,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN COURSES (1) IE2100:D, DBA3711:D"
IE4210,PROGRAM_TYPES IF_IN Undergraduate Degree THEN COURSES IE2110:D
IE4211,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) ST2334:D, EE2012:D, BN2102:D, EE2012A:D, ST1131:D, ST2131:D OR COURSES (2) CE2407A:D, CE2407B:D)"
IE4213,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN ( COURSES (1) CS1010%:D AND COURSES (1) IE3101:D , ST2334:D , EE2012:D , CE2407:D , CE2407A:D , BN2102:D , EE2012A:D , ST1131:D , ST2131:D )"
IE4214,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) IE2100:D, DBA3711:D AND COURSES (1) IE2110:D, DBA3701:D)"
IE4215,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) IE3101:D
)"
IE4220,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (2) IE2100:D, IE2110:D)"
IE4242,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	COURSES (1) IE2140:D,IE2111:D
)"
IE4243,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) IE2100:D, EE2012:D, CE2407:D, BN2102:D)"
IE4246,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN ( COURSES (1) IE2141 , UTC1702% )"
IE4248,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) IE2141:D)
IFS4101,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) CS2107:D, IS3230:D)"
IFS4102,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) CS3235:D)
IFS4103,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) CS3235:D)
IFS4205,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) CS3235:D)
INT3204,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) INT3201:D, INT3202:D, INT3203:D)"
IS2102,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) CS1020:D, CS1020E:D, CS2030S:D, CS2030:D)"
IS2103,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) CS2020:D, CS1020:D, CS1020E:D, CS2030S:D, CS2030:D)"
IS3103,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) IS1108:D, IS1103:D AND COURSES (1) CS2101:D, ES1601:D, IS2101:D, ES2002:D, UWC2101%:D)"
IS3106,PROGRAM_TYPES IF_IN Undergraduate Degree THEN COURSES IS2103:D
IS3107,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) BT2102:D, CS2102:D)"
IS3150,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) IS2101:D, ES1601:D, ES2002:D)"
IS3221,"PROGRAM_TYPES IF_IN Undergraduate Degree
THEN
(
	(
		COURSES (1) CS1010S:D,CS1010:D,CS1101S:D,CS1010J:D,CS1010E:D,CS1010X:D,CS1010J:D
		AND
		COURSES (1) EC23030:D,BT1101:D,ST1131:D,DSE1101:D,DSA1101:D
	)
	OR
	(
		COURSES (1) IS1108:D,IS1103:D
		AND
		COURSES (1) CS1010S:D,CS1010:D,CS1101S:D,CS1010J:D,CS1010E:D,CS1010X:D,CS1010J:D
	)
	OR
	(
		COURSES (2) IT3010:D,DAO2702:D
	)
)"
IS3240,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) IS1108:D, IS1103:D AND COURSES (1) IS2102:D, BT2102:D)"
IS3251,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) IS1108:D, IS1103:D)"
IS4010,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN COURSES IS3103:D AND (COURSES (1) IS2101:D, CS2101:D, ES2002:D, ES1601:D, UWC2101%:D) AND (COURSES (1) IS3106:D, CS2107:D, BT3103:D)"
IS4100,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN ((COURSES (2) IS2102:D, IS2103:D) AND (COURSES (1) IS1103:D, IS1108:D, EG2401:D, EG2401A:D))"
IS4151,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (2) IS2103:D, IS3106:D AND COURSES (1) BT1101:D)"
IS4226,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) BT2102:D)
IS4228,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) IS3101:D, IS3103:D)"
IS4231,PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) CS2107:D)
IS4233,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN ((COURSES (1) IS3103:D) OR (COURSES (1) IS1108:D AND (COURSES (1) IS2218:D, IS2238:D)))"
IS4234,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN ((COURSES (2) IS2102:D, IS2103:D) OR (COURSES (1) BT3103:D) OR (COURSES (1) CS2103:D, CS2103T:D, CS2113:D, CS2113T:D))"
IS4236,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) BT3103:D, IS3106:D AND COURSES (1) IS3103:D)"
IS4238,"PROGRAM_TYPES IF_IN Undergraduate Degree THEN (COURSES (1) IS3103:D, CS2107:D)"
